date,value
1988-06-01,5977
1988-07-01,5969
1988-08-01,6024
1988-09-01,6079
1988-10-01,6167
1988-11-01,6212
1988-12-01,6308
1989-01-01,6459
1989-02-01,6339
1989-03-01,6421
1989-04-01,6494
1989-05-01,6475
1989-06-01,6597
1989-07-01,6632
1989-08-01,6631
1989-09-01,6755
1989-10-01,6732
1989-11-01,6795
1989-12-01,6887
1990-01-01,6842
1990-02-01,6855
1990-03-01,6904
1990-04-01,6926
1990-05-01,6947
1990-06-01,7023
1990-07-01,6978
1990-08-01,7026
1990-09-01,6962
1990-10-01,6957
1990-11-01,7011
1990-12-01,7017
1991-01-01,7086
1991-02-01,7142
1991-03-01,7106
1991-04-01,7122
1991-05-01,7118
1991-06-01,7101
1991-07-01,7425
1991-08-01,7400
1991-09-01,7321
1991-10-01,7485
1991-11-01,7436
1991-12-01,7411
1992-01-01,7464
1992-02-01,7483
1992-03-01,7600
1992-04-01,7685
1992-05-01,7672
1992-06-01,7598
1992-07-01,7618
1992-08-01,7524
1992-09-01,7657
1992-10-01,7724
1992-11-01,7738
1992-12-01,7633
1993-01-01,7771
1993-02-01,7755
1993-03-01,7795
1993-04-01,7792
1993-05-01,7869
1993-06-01,7876
1993-07-01,7819
1993-08-01,7816
1993-09-01,7937
1993-10-01,7996
1993-11-01,8134
1993-12-01,8154
1994-01-01,8095
1994-02-01,8276
1994-03-01,8294
1994-04-01,8237
1994-05-01,8321
1994-06-01,8364
1994-07-01,8377
1994-08-01,8572
1994-09-01,8603
1994-10-01,8636
1994-11-01,8588
1994-12-01,8596
1995-01-01,8685
1995-02-01,8792
1995-03-01,8842
1995-04-01,8973
1995-05-01,9016
1995-06-01,9122
1995-07-01,9127
1995-08-01,9210
1995-09-01,9247
1995-10-01,9271
1995-11-01,9292
1995-12-01,9420
1996-01-01,9384
1996-02-01,9378
1996-03-01,9393
1996-04-01,9455
1996-05-01,9444
1996-06-01,9563
1996-07-01,9579
1996-08-01,9544
1996-09-01,9449
1996-10-01,9483
1996-11-01,9523
1996-12-01,9570
1997-01-01,9634
1997-02-01,9803
1997-03-01,9765
1997-04-01,9643
1997-05-01,9825
1997-06-01,9793
1997-07-01,9878
1997-08-01,9895
1997-09-01,9971
1997-10-01,9978
1997-11-01,10069
1997-12-01,10072
1998-01-01,10129
1998-02-01,10077
1998-03-01,10062
1998-04-01,10119
1998-05-01,10177
1998-06-01,10190
1998-07-01,10313
1998-08-01,10319
1998-09-01,10388
1998-10-01,10474
1998-11-01,10435
1998-12-01,10372
1999-01-01,10768
1999-02-01,10718
1999-03-01,10800
1999-04-01,10870
1999-05-01,10898
1999-06-01,10908
1999-07-01,10890
1999-08-01,11094
1999-09-01,11195
1999-10-01,11167
1999-11-01,11249
1999-12-01,11201
2000-01-01,11143
2000-02-01,11118
2000-03-01,11156
2000-04-01,11164
2000-05-01,11328
2000-06-01,12242
2000-07-01,10943
2000-08-01,11519
2000-09-01,11736
2000-10-01,11627
2000-11-01,11630
2000-12-01,11784
2001-01-01,11896
2001-02-01,12096
2001-03-01,12176
2001-04-01,12250
2001-05-01,12283
2001-06-01,12366
2001-07-01,12436
2001-08-01,12443
2001-09-01,12462
2001-10-01,12627
2001-11-01,12705
2001-12-01,12851
2002-01-01,13019
2002-02-01,12975
2002-03-01,13069
2002-04-01,13173
2002-05-01,13382
2002-06-01,13272
2002-07-01,13351
2002-08-01,13485
2002-09-01,13526
2002-10-01,13474
2002-11-01,13756
2002-12-01,13724
2003-01-01,13743
2003-02-01,13747
2003-03-01,13844
2003-04-01,13995
2003-05-01,14093
2003-06-01,14075
2003-07-01,14305
2003-08-01,14397
2003-09-01,14579
2003-10-01,14734
2003-11-01,14916
2003-12-01,14886
2004-01-01,15030
2004-02-01,15039
2004-03-01,15149
2004-04-01,15116
2004-05-01,15208
2004-06-01,15367
2004-07-01,15355
2004-08-01,15348
2004-09-01,15614
2004-10-01,15459
2004-11-01,15435
2004-12-01,15429
2005-01-01,15439
2005-02-01,15583
2005-03-01,15539
2005-04-01,15407
2005-05-01,15591
2005-06-01,15732
2005-07-01,15706
2005-08-01,15811
2005-09-01,15804
2005-10-01,15793
2005-11-01,15872
2005-12-01,15935
2006-01-01,16043
2006-02-01,16184
2006-03-01,16263
2006-04-01,16457
2006-05-01,16520
2006-06-01,16646
2006-07-01,16677
2006-08-01,16743
2006-09-01,16816
2006-10-01,16991
2006-11-01,17002
2006-12-01,17050
2007-01-01,17237
2007-02-01,17440
2007-03-01,17665
2007-04-01,17542
2007-05-01,17544
2007-06-01,17818
2007-07-01,17959
2007-08-01,18063
2007-09-01,18259
2007-10-01,18297
2007-11-01,18401
2007-12-01,18473
2008-01-01,18434
2008-02-01,18408
2008-03-01,18473
2008-04-01,18499
2008-05-01,18522
2008-06-01,18393
2008-07-01,18682
2008-08-01,18603
2008-09-01,18521
2008-10-01,18705
2008-11-01,18761
2008-12-01,19531
2009-01-01,19465
2009-02-01,19212
2009-03-01,19719
2009-04-01,19744
2009-05-01,19940
2009-06-01,19833
2009-07-01,19593
2009-08-01,19660
2009-09-01,19649
2009-10-01,19756
2009-11-01,20134
2009-12-01,19991
2010-01-01,20053
2010-02-01,19892
2010-03-01,19938
2010-04-01,20161
2010-05-01,20201
2010-06-01,20277
2010-07-01,20386
2010-08-01,20443
2010-09-01,20428
2010-10-01,20240
2010-11-01,20372
2010-12-01,20447
2011-01-01,20435
2011-02-01,20635
2011-03-01,20514
2011-04-01,20734
2011-05-01,20655
2011-06-01,20590
2011-07-01,20778
2011-08-01,20896
2011-09-01,20888
2011-10-01,20968
2011-11-01,21008
2011-12-01,21039
2012-01-01,20965
2012-02-01,21027
2012-03-01,21242
2012-04-01,21279
2012-05-01,21453
2012-06-01,21710
2012-07-01,21575
2012-08-01,21598
2012-09-01,21685
2012-10-01,21621
2012-11-01,21569
2012-12-01,21610
2013-01-01,21737
2013-02-01,21988
2013-03-01,21863
2013-04-01,21879
2013-05-01,22003
2013-06-01,21992
2013-07-01,22040
2013-08-01,22204
2013-09-01,22359
2013-10-01,22432
2013-11-01,22630
2013-12-01,22880
2014-01-01,23093
2014-02-01,23092
2014-03-01,23100
2014-04-01,23158
2014-05-01,23109
2014-06-01,23225
2014-07-01,23398
2014-08-01,23436
2014-09-01,23699
2014-10-01,23770
2014-11-01,23779
2014-12-01,23840
2015-01-01,23972
2015-02-01,24142
2015-03-01,24136
2015-04-01,24181
2015-05-01,24238
2015-06-01,24386
2015-07-01,24463
2015-08-01,24560
2015-09-01,24652
2015-10-01,24757
2015-11-01,24836
2015-12-01,24897
2016-01-01,24989
2016-02-01,24984
2016-03-01,25111
2016-04-01,25085
2016-05-01,25039
2016-06-01,25153
2016-07-01,25144
2016-08-01,25337
2016-09-01,25583
2016-10-01,25576
2016-11-01,25646
2016-12-01,25673
2017-01-01,25738
2017-02-01,25664
2017-03-01,25666
2017-04-01,25878
2017-05-01,25969
2017-06-01,26033
2017-07-01,26035
2017-08-01,25902
2017-09-01,25960
2017-10-01,26018
2017-11-01,26319
2017-12-01,26348
2018-01-01,26327
2018-02-01,26430
2018-03-01,26422
2018-04-01,26549
2018-05-01,26647
2018-06-01,26717
2018-07-01,26756
2018-08-01,26901
2018-09-01,26938
2018-10-01,27039
2018-11-01,27013
2018-12-01,27070
2019-01-01,27112
2019-02-01,27271
2019-03-01,27318
2019-04-01,27253
2019-05-01,27310
2019-06-01,27378
2019-07-01,27429
2019-08-01,27537
2019-09-01,27620
2019-10-01,27660
2019-11-01,27891
2019-12-01,27768
2020-01-01,27658
2020-02-01,27792
2020-03-01,30031
2020-04-01,24797
2020-05-01,28835
2020-06-01,29660
2020-07-01,30753
2020-08-01,29469
2020-09-01,29229
2020-10-01,29618
2020-11-01,31556
2020-12-01,30517
2021-01-01,30570
2021-02-01,30333
2021-03-01,30726
2021-04-01,30960
2021-05-01,31008
2021-06-01,30564
2021-07-01,29761
2021-08-01,29262
2021-09-01,29757
2021-10-01,31133
2021-11-01,33345
2021-12-01,31968
2022-01-01,32492
2022-02-01,33085
2022-03-01,33626
2022-04-01,33923
2022-05-01,34172
2022-06-01,34239
